Device:,rrqm/s,wrqm/s,r/s,w/s,rMB/s,wMB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
dm-0,0,0,34,0,0.13,0,8,0.96,28.25,28.25,0,4.91,16.7
dm-1,0,0,0,22.6,0,0.09,8.28,0.02,0.68,0,0.68,0.52,1.18
sda,58.8,1.4,33,28.2,0.55,0.12,22.54,1.19,19.36,24.78,13.02,5.79,35.44
dm-0,0,0,85.8,0,0.34,0,8,1.77,20.67,20.67,0,3.49,29.92
dm-1,0,0,6,29.6,0.21,0.12,19.46,0.75,20.99,62.63,12.55,1.87,6.64
sda,67.2,0.2,28,4,0.7,0.02,45.75,0.77,24.18,27.6,0.2,16.87,53.98
dm-0,0,0,92.2,0,0.36,0,8,2.61,28.3,28.3,0,4.93,45.42
dm-1,0,0,3,4.2,0.34,0.02,100.89,0.09,11.94,28.4,0.19,11.92,8.58
sda,64.4,1807.6,95.6,157.8,5.5,7.69,106.57,12.32,46.95,74.17,30.46,2.91,73.62
dm-0,0,0,99,1940.2,0.39,7.58,8,112.28,55.06,32.81,56.2,0.26,53.42
dm-1,0,0,67,25.8,5.3,0.11,119.22,7.08,71.75,92.08,18.96,4.84,44.94
sda,17.4,0.6,24,13.2,1.12,0.05,64.69,1.65,55.57,84.2,3.52,8.11,30.18
dm-0,0,0,21.8,0,0.09,0,8,0.68,31.35,31.35,0,8.17,17.82
dm-1,0,0,13.8,13.8,0.85,0.05,67.36,1.46,68.12,132.88,3.36,6.71,18.52
sda,16.4,0.8,2.6,42.6,0.07,0.18,11.4,0.12,2.73,39.38,0.49,1.84,8.32
dm-0,0,0,19,0,0.07,0,8,0.66,34.63,34.63,0,4.19,7.96
dm-1,0,0,0,43.4,0,0.18,8.37,0.02,0.48,0,0.48,0.22,0.96
sda,5.8,0.4,2.4,21.6,0.03,0.09,10.38,0.41,14.47,92,5.85,8.44,20.26
dm-0,0,0,8,0,0.03,0,8,1.01,126.47,126.47,0,19.38,15.5
dm-1,0,0,0.6,21.6,0.04,0.09,11.95,0.19,5.7,0.33,5.85,6.68,14.82
sda,5.07,1484.03,68.44,79.09,5.23,6.09,157.14,206.1,1341.55,1390.91,1298.83,7.9,116.51
dm-0,0,0,5.07,1563.12,0.02,6.11,8,1905.97,1208.79,292.6,1211.76,0.51,79.39
dm-1,0,0,80.86,2.79,6.31,0.01,154.76,110.59,1261.54,1262.66,1228.82,13.93,116.51
sda,34.42,0.59,38.28,24.04,5.34,0.14,180.04,9.66,463.15,518.89,374.38,9.79,61.01
dm-0,0,0,40.65,0,0.16,0,8,6.71,753.53,269.99,0,10.19,41.42
dm-1,0,0,13.35,18.1,2.55,0.08,171.25,8.64,654.58,1382.42,117.64,16.67,52.43
sda,32.6,0.4,4.8,18.2,0.14,0.07,19.2,2.5,104.9,131.33,97.92,24.68,56.76
dm-0,0,0,37.6,0,0.15,0,8,5.14,130.56,130.56,0,10.2,38.34
dm-1,0,0,0,18.6,0,0.07,7.91,1.84,96.24,0,96.24,15.49,28.82
sda,121.8,0.2,26,21.4,0.58,0.09,28.96,4.48,87.85,147.58,15.29,21.1,100
dm-0,0,0,148.2,0,0.58,0,8,21.09,136.18,136.18,0,6.75,100
dm-1,0,0,0,23,0,0.1,8.7,0.52,14.23,0,14.23,3.37,7.74
sda,178.8,0.2,56.2,15.6,0.94,0.06,28.55,3.88,59.7,59.27,61.27,13.92,99.98
dm-0,0,0,233.4,0,0.91,0,8,14.54,68.07,68.07,0,4.28,99.96
dm-1,0,0,1,14.4,0.02,0.06,9.97,0.78,62.74,10.4,66.38,16.42,25.28
sda,325.2,0.4,127,19,1.77,0.08,25.92,4.6,31.42,35.13,6.64,6.85,100
dm-0,0,0,452.4,0,1.77,0,8,14.84,32.56,32.56,0,2.21,100
dm-1,0,0,0.6,19.2,0.01,0.08,9.82,0.16,8.16,40,7.17,4.64,9.18
sda,380,0,122,8.6,2.27,0.04,36.09,4.37,33.49,35.83,0.3,7.66,100
dm-0,0,0,496.8,0,1.94,0,8,16.98,34.38,34.38,0,2.01,100
dm-1,0,0,5.2,8.6,0.31,0.04,51.71,0.16,11.39,29.73,0.3,8.93,12.32
sda,248.6,0.2,102.4,16.4,1.37,0.07,24.78,3.18,26.12,30.27,0.2,8.42,100
dm-0,0,0,352.4,0,1.38,0,8,10.59,29.84,29.84,0,2.84,100
dm-1,0,0,0,16.6,0,0.07,8.19,0,0.19,0,0.19,0.04,0.06
sda,104.6,0.6,56,22.6,1.15,0.1,32.43,1.77,23.79,31.77,4,7.61,59.78
dm-0,0,0,142.6,0,0.56,0,8,3.26,23.55,23.55,0,3.91,55.76
dm-1,0,0,16,23.2,0.58,0.1,35.51,0.68,17.35,36.84,3.91,1.05,4.12
sda,41.6,0.8,8.6,40,0.2,0.16,15.18,0.49,9.49,49.6,0.86,8.49,41.24
dm-0,0,0,50.6,0,0.2,0,8,2.84,55.12,55.12,0,8.04,40.66
dm-1,0,0,0,40.8,0,0.16,8.27,0.03,0.85,0,0.85,0.57,2.34
sda,89,0.2,46.6,46,0.53,0.18,15.64,2.47,26.83,49.48,3.89,10.71,99.16
dm-0,0,0,135.6,0,0.53,0,8,6.36,46.39,46.39,0,7.31,99.18
dm-1,0,0,0,46.2,0,0.18,8.07,0.18,3.88,0,3.88,1.99,9.2
sda,80.8,0.6,35.4,60.8,0.46,0.25,15.03,1.54,16.16,36.18,4.51,6.1,58.72
dm-0,0,0,115.8,0,0.45,0,8,4.58,40.53,40.53,0,4.96,57.42
dm-1,0,0,0,61.2,0,0.25,8.26,0.29,4.75,0,4.75,0.92,5.6
sda,37,0.8,34.4,28.8,0.28,0.12,12.76,1.4,21.84,37.45,3.19,10.11,63.88
dm-0,0,0,71.8,0,0.28,0,8,2.41,33.35,33.35,0,8.79,63.14
dm-1,0,0,0.2,29.8,0,0.12,8,0.1,3.07,0,3.09,1.59,4.78
sda,114.2,0.4,101.8,27,7.05,0.11,113.94,5.36,40.86,49.53,8.18,7.73,99.58
dm-0,0,0,157.4,0,0.61,0,8,7.1,43.49,43.49,0,5.2,81.9
dm-1,0,0,59.4,27.2,6.97,0.11,167.56,3.44,38.96,53.04,8.2,5.44,47.14
sda,93.2,40,89.6,30.4,3.43,0.29,63.39,6.37,54.01,68.41,11.55,8.11,97.36
dm-0,0,0,141.2,43.8,0.55,0.17,8,7.98,44.56,52.23,19.84,5.11,94.52
dm-1,0,0,40.2,26.6,2.34,0.12,75.21,4.19,63.93,99.92,9.54,3.89,25.98
sda,445.6,2.6,111.2,23,3.36,0.1,52.75,2.86,21.17,24.82,3.55,6.42,86.2
dm-0,0,0,541.6,3,2.12,0.01,8,7.83,14.32,14.37,3.6,1.48,80.44
dm-1,0,0,16.2,22.6,1.25,0.09,70.52,1.1,28.32,62.93,3.52,3.42,13.28
sda,720.6,620.4,151.2,183.8,4.4,3.15,46.15,53.13,158.65,118.29,191.84,2.84,95.02
dm-0,0,0,839.6,786,3.28,3.07,8,156.51,96.3,16.03,182.04,0.58,94.48
dm-1,0,0,32.6,18.2,1.11,0.08,48.03,16.62,327.26,486.69,41.69,10.23,51.98
sda,394.8,0,166.6,9.2,5.64,0.03,66.09,4.18,23.63,24.84,1.7,3.76,66.18
dm-0,0,0,525.2,0,2.05,0,8,4.1,7.58,7.58,0,1.07,56.2
dm-1,0,0,36.8,9,3.6,0.03,162.47,3.38,73.83,91.47,1.73,6.11,27.98
sda,60.2,0,23.2,1.6,0.59,0,48.77,0.63,26.3,27.96,2.25,19.57,48.54
dm-0,0,0,80.2,0,0.31,0,8,2.48,32.27,32.27,0,5.51,44.22
dm-1,0,0,2.8,1.6,0.27,0,126.55,0.05,10.55,15.29,2.25,10.5,4.62
sda,218.81,720.43,289.87,610.13,27.42,13.77,93.73,216.31,228.19,328.49,180.54,2,180.13
dm-0,0,0,256.24,772.15,1,3.02,8,46.22,40.07,25.53,44.9,1.53,157.29
dm-1,0,0,275.77,586.8,28.12,10.98,92.82,319.66,358.86,352.9,361.66,1.7,146.94
sda,0,10,15.4,36.8,1.31,0.87,85.33,21.29,472.34,577.53,428.32,1.92,10.02
dm-0,0,0,0,28.8,0,0.11,8,12.15,455.81,0,455.81,3.47,10
dm-1,0,0,2.4,14.4,0.05,1.61,202.57,15.03,1035.99,3705.83,591.01,5.95,10
sda,13.97,591.02,211.78,541.92,19.16,14.07,90.29,34.42,56.51,90.92,43.06,1.15,86.33
dm-0,0,0,15.17,315.77,0.06,1.23,8,27.39,96.57,46.95,98.96,0.57,19
dm-1,0,0,213.97,790.02,18.61,11.74,61.9,28.87,35.27,90.9,20.2,0.84,83.97
sda,28.2,549.4,90.6,474.2,8.97,11.67,74.82,19.45,35.13,131.83,16.65,1.15,64.8
dm-0,0,0,35,339.4,0.14,1.33,8,16.61,44.35,38.67,44.93,0.68,25.5
dm-1,0,0,82.6,684.4,9.07,10.34,51.82,18.59,24.76,145.65,10.17,0.67,51.16
sda,20.6,995.2,100.2,469.8,7,17.93,89.58,61.04,103.78,516.97,15.65,1.77,100.74
dm-0,0,0,25.6,252,0.1,0.98,8,3.82,13.78,67.02,8.38,1.64,45.62
dm-1,0,0,98,1213.6,7.49,16.95,38.16,67.36,49.91,527.04,11.38,0.73,95.96
sda,11.18,477.25,298.43,215.29,41.7,7.77,197.21,20.29,42.41,60.08,17.92,1.94,99.41
dm-0,0,0,14.12,270,0.06,1.05,8,3.97,13.98,51.15,12.03,0.5,14.25
dm-1,0,0,303.92,420.98,42.04,6.71,137.72,20.64,30.61,58.49,10.48,1.34,97.25
sda,29.8,190.6,254.6,109.6,27.59,1.18,161.78,31.11,86.53,112.88,25.31,2.6,94.56
dm-0,0,0,35.2,192.2,0.14,0.75,8,3.51,15.44,32.12,12.38,0.79,17.98
dm-1,0,0,242,108,26.56,0.43,157.93,31.65,91.53,120.98,25.55,2.7,94.42
sda,42.2,28,31.4,8.6,2.78,0.14,149.72,1.62,41.76,52.75,1.63,12.24,48.98
dm-0,0,0,54.2,28.4,0.21,0.11,8,1.85,21.97,29.53,7.55,3.3,27.24
dm-1,0,0,18.6,8.2,2.11,0.03,163.34,1.2,46.03,65.73,1.34,12.19,32.68
sda,70.2,0.8,62.8,96.4,4.35,0.39,61.04,5.18,32.6,75.1,4.92,4.45,70.78
dm-0,0,0,89,0,0.35,0,8,4.32,48.93,48.93,0,6.64,59.08
dm-1,0,0,45.2,97.2,4,0.39,63.17,4.41,30.96,86.96,4.92,2.72,38.68
sda,53.2,0.8,32.2,24,2.83,0.1,106.73,1.78,31.62,54.24,1.28,6.59,37.04
dm-0,0,0,64.4,0,0.25,0,8,2.02,31.38,31.38,0,4.29,27.62
dm-1,0,0,21,24.8,2.58,0.1,119.72,1.41,30.72,65.5,1.26,3.01,13.78
sda,40.8,0.4,22.2,7.6,1.32,0.04,93.11,1.24,40.87,54.46,1.16,13.54,40.34
dm-0,0,0,54.2,0,0.21,0,8,1.77,32.22,32.22,0,6.31,34.2
dm-1,0,0,9,7.6,1.11,0.04,141.13,0.79,47.88,87.36,1.13,4.51,7.48
sda,34,0.6,12.6,16.4,0.48,0.07,38.4,0.49,17.86,40.51,0.45,11.05,32.04
dm-0,0,0,43.4,0,0.17,0,8,1.72,40.12,40.12,0,5.82,25.28
dm-1,0,0,3,17,0.31,0.07,38.24,0.07,3.71,22.2,0.45,3.42,6.84
sda,41.4,0.8,16.8,19.8,0.24,0.09,18.14,0.51,13.81,29.23,0.74,7.99,29.24
dm-0,0,0,57.4,0,0.22,0,8,1.34,23.36,23.36,0,4.67,26.82
dm-1,0,0,0.8,20.6,0.01,0.09,9.57,0.06,2.74,54.5,0.73,1.13,2.42
sda,2.8,0.6,0.4,38.4,0.01,0.16,9.24,0.03,0.88,33.5,0.54,0.48,1.88
dm-0,0,0,3.2,0,0.01,0,8,0.11,33.5,33.5,0,4.19,1.34
dm-1,0,0,0,39,0,0.16,8.53,0.02,0.54,0,0.54,0.13,0.52
sda,4,236.8,13.8,26.6,1.43,1.03,124.75,1.56,33.63,79.91,9.62,4.44,17.94
dm-0,0,0,5.2,238.2,0.02,0.93,8,7.7,31.64,66.23,30.88,0.27,6.62
dm-1,0,0,13.2,25.4,1.68,0.1,94.42,1.44,31.91,79,7.43,4.24,16.36
sda,2.8,0.8,18.2,37.6,0.68,0.16,30.54,0.96,20.87,54.74,4.47,0.78,4.34
dm-0,0,0,3.2,0,0.01,0,8,0.06,20,20,0,2.5,0.8
dm-1,0,0,17.2,38.2,0.39,0.16,20.33,0.95,20.92,57.45,4.47,0.64,3.54
sda,26.6,0.6,33.8,27.6,1.37,0.11,49.33,1.31,21.31,35.04,4.5,6.67,40.98
dm-0,0,0,34.4,0,0.13,0,8,0.99,28.11,28.11,0,3.68,12.66
dm-1,0,0,26.4,28,1.24,0.11,50.89,1.1,20.14,36.8,4.44,5.35,29.12
sda,40,1,45.2,19,1.13,0.09,38.88,4.8,72.18,82.1,48.58,15.57,99.98
dm-0,0,0,69.4,0,0.27,0,8,9.11,119.39,119.39,0,14.4,99.94
dm-1,0,0,16,20,0.86,0.09,54.04,1.46,40.46,33.34,46.16,15.37,55.32
sda,148.8,0.4,50.2,22.2,1.2,0.1,36.73,5.72,81.1,95.45,48.64,13.81,100
dm-0,0,0,192.6,0,0.75,0,8,17.16,92.75,92.75,0,5.19,99.98
dm-1,0,0,6.2,22.6,0.45,0.1,39.06,1.8,62.51,116.03,47.83,11.85,34.12
sda,91.2,0.4,52.6,10.2,1.91,0.04,63.82,5.51,81.35,96.89,1.2,15.92,100
dm-0,0,0,122.8,0,0.48,0,8,9.93,74.01,74.01,0,8.11,99.62
dm-1,0,0,21.4,10.6,1.43,0.04,94.15,2.7,82.7,123.07,1.19,24.71,79.08
sda,17.2,1,28.4,27.6,2.18,0.11,84.09,16.97,183,313.96,48.25,15.16,84.92
dm-0,0,0,23.2,0,0.09,0,8,2.8,163.29,163.29,0,19.05,44.2
dm-1,0,0,24.8,31.2,2.5,0.12,95.97,16.27,163.8,311.68,46.25,11.9,66.64
sda,12.6,0.6,4.8,23.4,0.46,0.09,40.4,8.38,542.35,1762.04,292.15,19.95,56.26
dm-0,0,0,14.4,0,0.06,0,8,1.96,69.89,69.89,0,15.36,22.12
dm-1,0,0,0,23.6,0,0.09,8,8.13,642.74,0,289.69,17.45,41.18
sda,30.14,86.03,23.55,109.18,0.73,0.77,23.13,101.75,767.59,491.87,827.07,7.53,99.9
dm-0,0,0,42.51,179.64,0.17,0.7,8,174.96,791.23,391.5,885.83,4.5,99.92
dm-1,0,0,11.78,12.97,0.66,0.06,59.64,16.37,665.52,715.15,620.48,30.07,74.43
sda,240.8,2.2,95.2,36.2,3.73,0.16,60.61,8.51,65.46,83.78,17.28,7.59,99.72
dm-0,0,0,292.6,16.2,1.14,0.06,8,8.33,27.26,28.61,2.99,3.23,99.64
dm-1,0,0,42.8,22.2,2.49,0.09,81.45,7.16,110.27,152.82,28.23,4.19,27.24
sda,144,0.4,62,27,1.56,0.12,38.54,1.7,18.98,25.89,3.13,11.19,99.56
dm-0,0,0,200.2,0,0.78,0,8,4.67,23.22,23.22,0,4.97,99.54
dm-1,0,0,5.8,27.4,0.77,0.12,54.89,0.35,10.43,45.14,3.09,2.66,8.82
sda,88.6,0.6,44.4,19.2,0.77,0.08,27.35,2.76,42.89,52.84,19.89,15.69,99.8
dm-0,0,0,123.6,0,0.48,0,8,4.36,32.99,32.99,0,8.07,99.74
dm-1,0,0,9.6,19.8,0.3,0.08,26.18,1.39,47.37,105.27,19.29,3.65,10.72
sda,342.06,0.6,654.37,36.9,38.57,0.16,114.75,31.91,45.98,46.44,37.87,1.45,100.26
dm-0,0,0,412.1,0.79,1.61,0,8,11.1,27.72,27.55,117.75,2.43,100.16
dm-1,0,0,608.13,36.71,38.7,0.16,123.42,30.5,47.05,47.74,35.59,0.87,55.95
sda,156.14,107.22,482.31,70.76,34.81,0.7,131.51,23.05,41.37,44.85,17.59,1.86,102.65
dm-0,0,0,192.06,144.04,0.75,0.56,8,11.58,34.31,38.91,28.17,3.05,102.64
dm-1,0,0,462.09,33.94,33.68,0.14,139.61,23.24,46.5,49.18,10,1.34,66.61
sda,197.63,37.85,538.06,31.61,46.94,0.27,169.72,10.33,18.6,19.18,8.73,1.69,96.3
dm-0,0,0,229.46,39.78,0.9,0.16,8,7.65,27.84,31.49,6.79,3.57,96.09
dm-1,0,0,514.84,29.46,45.2,0.12,170.53,10.59,20.04,20.65,9.44,1.33,72.41
sda,480.68,27.49,303.59,49,25.07,0.31,147.42,9.69,27.22,28.2,21.14,2.8,98.8
dm-0,0,0,556.97,27.69,2.18,0.11,8,7.69,13.46,13.71,8.55,1.59,93.25
dm-1,0,0,295.22,48.8,23.3,0.2,139.89,11.65,33.47,35.5,21.18,1.55,53.47
sda,433.6,44.6,169.8,34.6,8.13,0.31,84.57,5.53,27.84,32.14,6.74,4.45,91.02
dm-0,0,0,520.8,46,2.03,0.18,8,6.92,12.25,13.12,2.36,1.59,90.38
dm-1,0,0,89.6,33.2,5.6,0.13,95.67,4.69,39.33,51.37,6.84,2.48,30.4
sda,1003.8,485.4,367.8,226.4,15.58,2.79,63.29,24.46,39.34,41.24,36.24,1.76,104.54
dm-0,0,0,1209.4,675.8,4.72,2.64,8,31.37,16.62,7.62,32.73,0.54,101.34
dm-1,0,0,170.2,36,12.48,0.15,125.4,14.74,66.09,79.18,4.19,2.35,48.36
sda,65.67,330.94,817.17,381.64,69.14,2.79,122.88,62.15,52.23,57.11,41.77,0.77,92.71
dm-0,0,0,72.46,681.64,0.28,2.66,8,34.71,46.08,40.89,46.63,0.66,49.94
dm-1,0,0,887.03,30.94,66.8,0.13,149.32,48.54,53.41,54.5,22.21,0.95,87.13
sda,376.6,167.2,96.8,70.6,6.35,0.93,89.06,4.06,24.26,38.4,4.86,5.53,92.54
dm-0,0,0,432,168.2,1.69,0.66,8,8.68,14.47,16.29,9.8,1.5,90.18
dm-1,0,0,41.4,69.6,4.61,0.28,90.25,3.13,28.27,67.79,4.76,2.57,28.5
sda,327.2,232.2,89.2,48.2,4.14,1.11,78.15,4.87,35.27,51.92,4.46,6.42,88.24
dm-0,0,0,378,233.2,1.48,0.91,8,10.52,16.9,16.66,17.28,1.41,85.98
dm-1,0,0,38.8,47,2.67,0.19,68.47,3.92,45.64,96.46,3.69,3.28,28.14
sda,221.4,0.8,61,43.4,1.56,0.18,34.24,2.48,23.95,39.58,1.99,9.35,97.6
dm-0,0,0,269,0,1.05,0,8,6.18,23.64,23.64,0,3.62,97.32
dm-1,0,0,13.2,44.2,0.51,0.18,24.56,1.33,23.17,94.17,1.96,2.76,15.82
sda,128.2,83.6,30.8,28.6,2.82,0.44,112.46,1.01,16.94,31.32,1.46,7.32,43.48
dm-0,0,0,148.2,84,0.58,0.33,8,4.14,17.9,21.48,11.57,1.75,40.72
dm-1,0,0,10.6,28.2,2.24,0.11,123.96,0.58,14.85,51.3,1.15,1.47,5.7
sda,3.6,472.6,39.2,350.2,3.41,10.68,74.09,3.86,9.1,63.93,2.97,1.02,39.72
dm-0,0,0,4.2,82,0.02,0.32,8,1.99,23.14,46,21.97,0.61,5.24
dm-1,0,0,41.8,741.4,3.97,10.38,37.52,5.71,6.88,64.06,3.66,0.47,36.8
sda,34.39,756.92,374.7,509.68,30.07,11.4,96.03,47.87,54.38,76.22,38.33,1.1,97.23
dm-0,0,0,39.13,424.11,0.15,1.66,8,7.62,16.38,49.12,13.36,0.64,29.72
dm-1,0,0,375.3,841.9,29.79,9.73,66.49,74.84,61.68,75.48,55.53,0.8,97.21
sda,71.2,884.4,167,503.2,17.31,11.71,88.67,11.92,17.28,48.73,6.84,1.14,76.18
dm-0,0,0,81.6,497.8,0.32,1.94,8,8.46,14.66,44.03,9.84,0.83,47.84
dm-1,0,0,162,893.8,17.04,9.99,52.43,13.58,12.51,47.92,6.09,0.58,61.36
sda,82.6,155,133,253.2,12.01,7.58,103.87,12.13,30.43,70.1,9.6,1.98,76.46
dm-0,0,0,97.2,55.6,0.38,0.22,8,3.39,22.06,33.86,1.43,2.46,37.62
dm-1,0,0,122.6,348.2,12.07,7.14,83.57,13.05,27.03,72.51,11.02,1.1,51.94
sda,263.8,422.4,99.2,274,4.72,6.66,62.46,4.01,12.85,44.92,1.24,2.54,94.96
dm-0,0,0,315.2,5.2,1.23,0.02,8,7.99,24.98,25.36,1.88,2.89,92.66
dm-1,0,0,42.4,691.2,2.54,6.65,25.65,3.36,5.65,75.61,1.35,0.31,22.84
sda,175.4,1361.4,153.4,915.6,7.41,20.54,53.54,11.16,10.28,37.11,5.79,0.91,96.82
dm-0,0,0,268.2,238,1.05,0.93,8,7.69,12.52,22.05,1.78,1.47,74.28
dm-1,0,0,61,2038.8,6.37,19.61,25.34,19.34,9.21,70.1,7.39,0.27,55.98
sda,134.46,123.71,328.29,121.31,28.6,1.09,135.24,13.53,30.25,37.59,10.37,2.21,99.52
dm-0,0,0,211.16,201.39,0.82,0.79,8,5.22,15.9,25.21,6.15,0.89,36.57
dm-1,0,0,261.16,43.63,28.66,0.3,194.59,12.46,40.55,44.54,16.64,2.95,90
sda,251.28,182.84,454.64,63.91,43.4,0.96,175.22,23.67,45.4,50.87,6.48,1.95,101.1
dm-0,0,0,357.59,238.07,1.4,0.93,8,6.71,11.26,15.63,4.71,0.94,56.23
dm-1,0,0,347.53,8.68,41.99,0.03,241.61,22.2,61.98,63.24,11.61,2.84,101.08
sda,340,1042.8,300.2,307.8,20.71,5.29,87.59,36.94,61,97.35,25.54,1.62,98.58
dm-0,0,0,474,1331.4,1.85,5.2,8,155.15,85.91,25.1,107.56,0.54,98.26
dm-1,0,0,181,18.8,18.06,0.09,186,29.75,149.67,158.29,66.65,4.93,98.5
sda,1227.8,111.4,383,34.6,12.67,0.57,64.93,7.83,18.94,20.29,4.09,2.39,99.84
dm-0,0,0,1529.2,112.8,5.97,0.44,8,13.49,8.19,8.39,5.51,0.6,98.24
dm-1,0,0,84.4,33,6.62,0.13,117.81,5.8,50.07,68.12,3.9,3.48,40.82
sda,475.8,91.6,185.6,116.4,9.16,0.82,67.65,21.6,69.31,94.54,29.07,3.34,100.82
dm-0,0,0,561.4,194.4,2.19,0.76,8,21.63,28.37,30.05,23.52,1.33,100.84
dm-1,0,0,102,13.6,7.75,0.06,138.42,16.16,139.37,148.25,72.78,5.01,57.86
sda,579,655.2,277.6,386.8,10.6,4.08,45.24,33.92,51.17,71.91,36.29,1.49,99
dm-0,0,0,741.2,974.8,2.9,3.81,8,52.02,30.43,24.68,34.81,0.58,99
dm-1,0,0,122,67.2,6.91,0.27,77.75,18.46,97.74,144.6,12.68,3.35,63.36
sda,528.8,49.6,175.8,130.4,4.94,0.7,37.77,7.61,24.89,36.52,9.2,3.27,100.02
dm-0,0,0,671.6,169.4,2.62,0.66,8,20.5,24.43,29.1,5.93,1.19,99.98
dm-1,0,0,43.8,10.6,2.32,0.04,88.94,3.54,65.05,74.26,27.02,6.68,36.34
sda,599.8,674.4,274.8,321.6,6.58,3.9,36,7.66,12.83,20.11,6.61,1.68,100
dm-0,0,0,825.6,935.2,3.23,3.65,8,23.57,13.34,17.02,10.1,0.57,100
dm-1,0,0,50.4,60.8,3.39,0.25,66.99,3.14,28.26,52.33,8.31,2.47,27.52
sda,480,502.8,170.8,153.2,4.58,2.57,45.17,6.47,19.96,31.06,7.59,3.09,99.98
dm-0,0,0,611.2,644.4,2.39,2.52,8,24.22,19.33,26.77,12.26,0.8,99.98
dm-1,0,0,38.6,11.6,2.16,0.05,89.98,2.77,55.21,64.02,25.91,9.75,48.96
sda,399,0.8,149.6,21.8,3.47,0.09,42.57,6.34,37.01,40.11,15.69,5.83,99.96
dm-0,0,0,524,0,2.05,0,8,13.12,25.08,25.08,0,1.91,99.94
dm-1,0,0,24.4,22.4,1.42,0.09,66.17,3.4,72.62,124.42,16.21,3.16,14.8
sda,373.4,299.6,116.4,381.6,1.95,2.66,18.96,4.09,8.2,24.97,3.08,2.01,99.98
dm-0,0,0,486,663.8,1.9,2.59,8,13.67,11.9,24.7,2.53,0.87,99.98
dm-1,0,0,4,17.4,0.05,0.07,11.66,0.43,19.27,30.7,16.64,6.34,13.56
sda,263.4,980,118.4,283.4,4.13,4.94,46.21,31.11,77.41,76.98,77.59,2.49,99.96
dm-0,0,0,344.6,1248,1.35,4.88,8,44.19,27.63,34.99,25.6,0.63,99.96
dm-1,0,0,36.8,15.4,2.79,0.06,111.82,6.11,117.38,161.84,11.16,5.24,27.36
sda,308.6,0.4,101.2,18,1.62,0.07,29.19,2.95,24.43,26.01,15.56,8.39,99.96
dm-0,0,0,409.4,0,1.6,0,8,11.84,28.85,28.85,0,2.44,99.96
dm-1,0,0,0.6,18.4,0.03,0.07,10.69,0.3,15.92,37.33,15.22,6.79,12.9
sda,346.4,0.8,192.2,61.8,3.76,0.26,32.36,6.2,23.9,29.82,5.5,3.94,99.96
dm-0,0,0,492.6,0,1.92,0,8,11.08,22.26,22.26,0,2.03,99.96
dm-1,0,0,47.2,62.8,1.86,0.26,39.49,3.79,33.17,70,5.49,1.34,14.72
sda,275.8,40.8,108.8,51,3.29,0.36,46.86,5.05,32.23,31.16,34.52,6.24,99.66
dm-0,0,0,372.2,72,1.45,0.28,8,13.69,31.32,26.91,54.09,2.24,99.68
dm-1,0,0,11.4,19.6,1.8,0.08,124.28,0.85,31.98,79.67,4.24,4.66,14.44
sda,47.6,23,46.4,99.4,0.66,0.48,15.97,3.28,23.1,50.57,10.28,4.13,60.16
dm-0,0,0,81.6,96.6,0.32,0.38,8,3.19,18.52,38.83,1.37,3.37,60.04
dm-1,0,0,11.6,25.4,0.33,0.1,24.18,2.12,57.35,95.66,39.85,2.71,10.04
sda,10.8,0.2,11,7.2,0.23,0.03,29.45,9.58,513.55,571.67,424.75,54.95,100
dm-0,0,0,13.4,0,0.05,0,8,7.64,552.9,552.9,0,63.78,85.46
dm-1,0,0,9,7.4,0.21,0.03,29.56,8.49,512.99,588.44,421.22,60.96,99.98
sda,28.4,0.4,9.6,4.6,0.36,0.02,55.1,4.27,315.07,264.75,420.09,70.42,100
dm-0,0,0,35.6,0,0.14,0,8,5.63,164.72,164.72,0,28.09,100
dm-1,0,0,2.2,5,0.21,0.02,66,2.93,413.97,476.45,386.48,138.89,100
sda,14,0.4,12.4,13.8,0.32,0.06,30.11,3.55,136.11,203.84,75.26,38.15,99.96
dm-0,0,0,17.6,0,0.07,0,8,4.28,239.99,239.99,0,41.24,72.58
dm-1,0,0,8.8,14.2,0.26,0.06,28.24,2.58,113.1,176.36,73.89,27.18,62.52
sda,26.4,0.6,19.8,23.8,0.6,0.1,32.92,1.05,24.44,34.22,16.29,9.03,39.38
dm-0,0,0,32,0,0.12,0,8,1.53,49.61,49.61,0,6.61,21.16
dm-1,0,0,14,24.4,0.46,0.1,29.83,0.77,20.18,27.61,15.91,5.56,21.34
sda,18.6,0.8,7,27.8,0.1,0.12,12.78,0.45,12.94,61.89,0.61,9.06,31.54
dm-0,0,0,25.4,0,0.1,0,8,1.53,60.11,60.11,0,12.14,30.84
dm-1,0,0,0,28.6,0,0.12,8.39,0.02,0.6,0,0.6,0.31,0.88
sda,35.8,0,15.4,12,0.21,0.05,19.42,0.51,18.43,31.43,1.75,12.28,33.64
dm-0,0,0,51,0,0.2,0,8,1.88,36.8,36.8,0,6.47,33.02
dm-1,0,0,0.2,11.8,0.01,0.05,10.35,0.03,2.08,20,1.78,1.55,1.86
sda,2.2,0.4,1.6,30,0.02,0.12,9.16,0.04,1.27,18.88,0.33,0.74,2.34
dm-0,0,0,3.2,0,0.01,0,8,0.07,20.81,20.81,0,5.81,1.86
dm-1,0,0,0.6,30.4,0,0.12,8.52,0.01,0.41,4,0.34,0.17,0.52
